"id","pregunta","a","b","c","d","correcta"
"107","En los supuestos en que la naturaleza de los riesgos inherentes al trabajo lo haga necesario, el derecho de los trabajadores a la vigilancia periódica de su estado de salud:","Podrá ser prolongado más allá de la finalización de la relación laboral, en los términos que reglamentariamente se determinen.","Deberá ser prolongado más allá de la finalización de la relación laboral, en los términos que reglamentariamente se determinen.","No podrá ser prolongado más allá de la finalización de la relación laboral.","Ninguna de las respuestas anteriores es correcta.","B"
"108","Las normas que la LPRL dispone sobre la vigilancia de la salud de los trabajadores están expuestas en su artículo:","Quince.","Veinte.","Veintidós.","Veinticinco.","C"
"109","El empresario deberá elaborar y conservar a disposición de la autoridad laboral la siguiente documentación:","Plan de prevención de riesgos laborales.","Evaluación de los riesgos para la seguridad y la salud en el trabajo, incluido el resultado de los controles periódicos de las condiciones de trabajo y de la actividad de los trabajadores.","Planificación de la actividad preventiva, incluidas las medidas de protección y de prevención a adoptar y, en su caso, material de protección que deba utilizarse.","Todas las respuestas anteriores son correctas.","D"
"110","Señale la respuesta incorrecta. El empresario deberá elaborar y conservar a disposición de la autoridad laboral la siguiente documentación:","Práctica de los controles del estado de salud de los trabajadores y conclusiones obtenidas de los mismos.","Relación de accidentes de trabajo y enfermedades profesionales que hayan causado al trabajador una incapacidad laboral superiores a un tiempo determinado legalmente.","Evaluación de los riesgos para la seguridad y la salud en el trabajo, sin incluir el resultado de los controles periódicos de las condiciones de trabajo y de la actividad de los trabajadores.","Planificación de la actividad preventiva, incluidas las medidas de protección y de prevención a adoptar y, en su caso, material de protección que deba utilizarse.","C"
"111","El empresario deberá elaborar y conservar a disposición de la autoridad laboral la relación de accidentes de trabajo y enfermedades profesionales que hayan causado una incapacidad laboral al trabajador superior a:","Un día de trabajo.","Dos días de trabajo.","Diez días de trabajo.","Un mes de trabajo.","A"
"112","Indique la afirmación incorrecta respecto a la documentación que debe elaborar y conservar el empresario en relación a su actividad de prevención de riesgos laborales:","En el momento de cesación de su actividad, las empresas deberán remitir a la autoridad laboral la documentación que se señale preceptivamente.","El empresario estará obligado a notificar por escrito a la autoridad laboral los daños para la salud de los trabajadores a su servicio que se hubieran producido con motivo del desarrollo de su trabajo, conforme al procedimiento que se determine reglamentariamente.","En el momento de cesación de su actividad, las empresas no están obligadas a remitir a la autoridad laboral la documentación relativa a la prevención de riesgos laborales si no se ha producido ningún tipo de incidente de salud laboral durante su actividad.","Las respuestas a y b son correctas.","C"
"113","En relación a la coordinación de actividades empresariales respecto a la prevención de riesgos laborales, señale la respuesta incorrecta:","Los deberes de cooperación y de información e instrucción recogidos no serán de aplicación respecto de los trabajadores autónomos que desarrollen actividades en dichos centros de trabajo.","El empresario titular del centro de trabajo adoptará las medidas necesarias para que aquellos otros empresarios que desarrollen actividades en su centro de trabajo reciban la información y las instrucciones adecuadas, en relación con los riesgos existentes en el centro de trabajo y con las medidas de protección y prevención correspondientes, así como sobre las medidas de emergencia a aplicar, para su traslado a sus respectivos trabajadores.","Las empresas que contraten o subcontraten con otras la realización de obras o servicios correspondientes a la propia actividad de aquellas y que se desarrollen en sus propios centros de trabajo deberán vigilar el cumplimiento por dichos contratistas y subcontratistas de la normativa de prevención de riesgos laborales.","Cuando en un mismo centro de trabajo desarrollen actividades trabajadores de dos o más empresas, estas deberán cooperar en la aplicación de la normativa sobre prevención de riesgos laborales.","A"
"114","El empresario garantizará de manera específica la protección de los trabajadores que, por sus propias características personales o estado biológico conocido, sean sensibles a determinados riesgos. En el artículo 25 de la LPRL se mencionan expresamente:","La existencia de trabajadores con discapacidad física, psíquica o sensorial, y sean especialmente sensibles a los riesgos derivados del trabajo.","La atención en las evaluaciones a los factores de riesgo que puedan incidir en la función de procreación de los trabajadores y trabajadoras, en particular por la exposición a agentes físicos, químicos y biológicos que puedan ejercer efectos mutagénicos o de toxicidad para la procreación, tanto en los aspectos de la fertilidad, como del desarrollo de la descendencia, con objeto de adoptar las medidas preventivas necesarias.","La atención específica a los episodios de síntomas depresivos transitorios que puedan padecer los trabajadores y que se puedan poner en riesgo en el desempeño de su trabajo.","Las respuestas a y b son correctas.","D"
"115","Las referencias hechas a la protección de la maternidad en la LPRL están contenidas en su artículo:","Veinte.","Veintiuno.","Veintiséis.","Treinta.","C"
"116","La evaluación de los riesgos en una empresa deberá comprender la determinación de la naturaleza, el grado y la duración de la exposición de las trabajadoras en situación embarazo o parto recientes a agentes, procedimientos o condiciones de trabajo que puedan influir negativamente en la salud de las trabajadoras del feto, en cualquier actividad susceptible de presentar un riesgo específico. En la LPRL se señalan expresamente las siguientes medidas protectoras:","La adaptación de las condiciones o del tiempo de trabajo de la trabajadora afectada.","La no realización de trabajo nocturno.","La no realización de trabajo a turnos.","Todas las respuestas anteriores son correctas.","D"
"117","Para que una trabajadora cambie a desempeñar un puesto de trabajo o función diferente y compatible con su situación de embarazo será preceptivo:","Que así lo certifiquen los Servicios Médicos del Instituto Nacional de la Seguridad Social o de las Mutuas, en función de la Entidad con la que la empresa tenga concertada la cobertura de los riesgos profesionales.","Que haya informe favorable del médico del Servicio Nacional de Salud que asista facultativamente a la trabajadora.","Que el empresario determine, previa consulta con los representantes de los trabajadores, la relación de los puestos de trabajo exentos de riesgos a estos efectos.","Todas las respuestas anteriores son correctas.","D"
"118","Si el cambio de un puesto de riesgo de una trabajadora en situación de embarazo no resultara técnica u objetivamente posible, o no pudiera razonablemente exigirse por motivos justificados, podrá declararse el paso de la trabajadora afectada a la situación de:","Situación de incapacidad temporal por riesgo durante el embarazo.","Suspensión del contrato por riesgo durante el embarazo.","Baja temporal por riesgo durante el embarazo.","Las respuestas a y b son correctas.","B"
"119","Para que a una trabajadora en período de lactancia natural, si las condiciones de trabajo pudieran influir negativamente en la salud de la mujer o del hijo, pueda disfrutar de medidas especiales de prevención de riesgos será preceptivo:","Que así lo certifiquen los Servicios Médicos del Instituto Nacional de la Seguridad Social o de las Mutuas, en función de la Entidad con la que la empresa tenga concertada la cobertura de los riesgos profesionales.","Que haya informe favorable del médico del Servicio Nacional de Salud que asista facultativamente a la trabajadora o a su hijo.","Que el empresario determine, previa consulta con los representantes de los trabajadores, la relación de los puestos de trabajo exentos de riesgos a estos efectos.","Las respuestas a y b son correctas.","D"
"120","Para que a una trabajadora en período de lactancia natural, si las condiciones de trabajo pudieran influir negativamente en la salud de la mujer o del hijo, se le pueda declarar en suspensión de contrato por riesgo durante la lactancia natural, los hijos deberán tener:","Menos de tres meses.","Menos de seis meses.","Menos de nueve meses.","Menos de doce meses.","C"
"121","Las trabajadoras embarazadas tendrán derecho a ausentarse del trabajo, con derecho a remuneración, para la realización de exámenes prenatales y técnicas de preparación al parto:","Previo aviso al empresario y justificación de la necesidad de su realización dentro de la jornada de trabajo.","Previo aviso al empresario.","Previa justificación de la necesidad de su realización dentro de la jornada de trabajo.","Previo informe médico y aviso al empresario.","A"
"122","Indique la afirmación correcta en relaciónala protección de los menores que figura en la LPRL:","El empresario en la evaluación de los puestos a desempeñar por menores tendrá especialmente en cuenta los riesgos específicos para la seguridad, la salud y el desarrollo de los jóvenes derivados de su falta de experiencia, de su inmadurez para evaluar los riesgos existentes o potenciales y de su desarrollo todavía incompleto.","En todo caso, el empresario informará a dichos jóvenes y a sus padres o tutores que hayan intervenido en la contratación de los posibles riesgos y de todas las medidas adoptadas para la protección de su seguridad y salud.","El Gobierno establecerá las limitaciones a la contratación de jóvenes menores de dieciocho años en trabajos que presenten riesgos específicos.","Todas las respuestas anteriores son correctas.","D"
"123","Las referencias hechas a la protección de los menores en la LPRL están contenidas en su artículo:","Veintidós.","Veinticuatro.","Veintisiete.","Treinta.","C"
"124","En las relaciones de trabajo temporales, de duración determinada y en empresas de trabajo temporal:","La LPRL se aplicará plenamente a este tipo de relaciones de trabajo.","Las disposiciones de desarrollo de la LPRL se aplicarán plenamente a este tipo de relaciones de trabajo.","Las respuestas a y b son correctas.","La LPRL se aplicará supletoriamente a la normativa específica dedicada a este tipo de relaciones de trabajo.","C"
"125","El empresario adoptará las medidas necesarias para garantizar que, con carácter previo al inicio de su actividad, los trabajadores con relaciones de trabajo temporales, de duración determinada y empresas de trabajo temporal reciban información acerca de los riesgos a los que vayan a estar expuestos, en particular en lo relativo a:","La necesidad de cualificaciones o aptitudes profesionales determinadas","La exigencia de controles médicos especiales o la existencia de riesgos específicos del puesto de trabajo a cubrir.","Las medidas de protección y prevención frente a los riesgos laborales.","Todas las respuestas anteriores son correctas.","D"
"126","Las obligaciones de los trabajadores en materia de prevención de riesgos laborales están enumeradas en la LPRL en su artículo:","Treinta.","Veintinueve.","Veinticinco.","Veinte.","B"
"127","Señale la respuesta incorrecta. En relación con las obligaciones en materia de prevención de riesgos laborales los trabajadores, con arreglo a su formación y siguiendo las instrucciones del empresario, deberán en particular:","Usar adecuadamente, de acuerdo con su naturaleza y los riesgos previsibles, las máquinas, aparatos, herramientas, sustancias peligrosas, equipos de transporte y, en general, cualesquiera otros medios con los que desarrollen su actividad.","Poner fuera de funcionamiento los dispositivos de seguridad existentes o que se instalen en los medios relacionados con su actividad o en los lugares de trabajo en los que esta tenga lugar, si consideran que les ponen en grave riesgo.","Utilizar correctamente los medios y equipos de protección facilitados por el empresario, de acuerdo con las instrucciones recibidas de este.","Informar de inmediato a su superior jerárquico directo, y a los trabajadores designados para realizar actividades de protección y de prevención o, en su caso, al servicio de prevención, acerca de cualquier situación que, a su juicio, entrañe, por motivos razonables, un riesgo para la seguridad y la salud de los trabajadores.","B"
"128","La siguiente obligación de prevención de riesgos laborales no figura en la LPRL expresamente como que preceptivamente debe ser seguida por los trabajadores:","Conocer los preceptos normativos básicos de prevención de riesgos laborales que puedan afectar a su actividad laboral.","Informar de inmediato a su superior jerárquico directo, y a los trabajadores designados para realizar actividades de protección y de prevención o, en su caso, al servicio de prevención, acerca de cualquier situación que, a su juicio, entrañe, por motivos razonables, un riesgo para la seguridad y la salud de los trabajadores.","Contribuir al cumplimiento de las obligaciones establecidas por la autoridad competente con el fin de proteger la seguridad y la salud de los trabajadores en el trabajo.","Cooperar con el empresario para que éste pueda garantizar unas condiciones de trabajo que sean seguras y no entrañen riesgos para la seguridad y la salud de los trabajadores.","A"
"129","El incumplimiento de las obligaciones en materia de prevención de riesgos que se relacionan en el artículo 29 de la LPRL tendrán, en el caso de los funcionarios públicos o del personal estatutario al servicio de las Administraciones Públicas, la consideración de:","Incumplimiento laboral.","Falta.","Desobediencia grave.","Negligencia.","B"
"130","En el caso de los trabajadores, el incumplimiento de las obligaciones en materia de prevención de riesgos que se relacionan en el artículo 29 de la LPRL, tendrán la consideración de:","Incumplimiento laboral.","Falta.","Desobediencia grave.","Negligencia.","A"
