"id","pregunta","a","b","c","d","correcta"
"54","La Ley 5/1983, de 30 de diciembre, del Consell, regula la moción de censura. Señala la respuesta correcta:","La moción de censura no podrá ser votada hasta que transcurran como mínimo quince días desde su presentación.","Deberá ser propuesta, al menos, por la quinta parte de los Diputados en escrito motivado y habrá de incluir un candidato a la Presidencia de la Generalitat que haya aceptado la candidatura.","Si la moción de censura o cualquiera de sus alternativas, no fuese aprobada por Les Corts, sus signatarios no podrán presentar otra durante el resto de la legislatura.","El President de la Generalitat, previa deliberación del Consell, puede plantearla para defender su programa, una decisión política o un proyecto de Ley.","B"
"55","Según la Ley 5/1983, de 30 de diciembre, del Consell, los órganos superiores del Departamento son:","El conseller y los secretarios autonómicos.","Los subsecretarios, directores generales y demás altos cargos que ostenten el rango de director general.","El conseller, los secretarios provinciales y subsecretarios.","El conseller, el comité de empresa y los jefes de servicio.","A"
"56","Ley 5/1983, de 30 de diciembre, del Consell, establece como debe ser la organización territorial de las Consellerias. Señala la respuesta correcta:","Los servicios centrales tienen competencia sobre todo el territorio de la Comunitat Valenciana.","Los servicios periféricos serán la expresión organizativa del principio de deslocalización y descompresión que debe regir la actividad de la Administración de la Generalitat.","Territorialmente, la organización de las Consellerias se estructura en servicios centrales, servicios auxiliares y servicios exteriores.","Los servicios exteriores tienen competencias en su propio ámbito territorial exclusivamente.","A"
"57","Según la Ley 5/1983, de 30 de diciembre, del Consell, la organización de las Consellerías se estructura en tres niveles:","Órganos superiores, órganos medios y órganos inferiores.","Órganos superiores, nivel directivo y nivel administrativo.","Las Consellerias se estructuran en múltiples niveles orgánicos.","Órganos ejecutivos, órganos analíticos y órganos consultivos.","B"
"58","De las siguientes causas de abstención recogidos en el artículo 23 de la Ley 40/2015, de 1 de octubre, de Régimen Jurídico del Sector Público, señala la respuesta INCORRECTA:","Haber intervenido como perito o como testigo en el procedimiento de que se trate.","Tener relación de servicio con persona natural o jurídica interesada directamente en el asunto, o haberle prestado en los dos últimos años servicios profesionales de cualquier tipo y en cualquier circunstancia o lugar.","Tener parentesco de consanguinidad dentro del quinto grado o de afinidad dentro del cuarto, con cualquiera de los interesados.","Tener cuestión litigiosa pendiente con algún interesado.","C"
"59","De las siguientes afirmaciones realizadas sobre la delegación de competencias recogida en el artículo 9 de la Ley 40/2015, de 1 de octubre, de Régimen Jurídic del Sector Público, señala la respuesta correcta:","Las resoluciones administrativas que se adopten por delegación de competencias indicarán expresamente esta circunstancia y se considerarán dictadas por el órgano delegante.","La delegación será irrevocable, salvo acuerdo en contra del consejo de ministros.","Podrá ser objeto de delegación de competencias la adopción de disposiciones de carácter general.","Todas las delegaciones de competencias y su revocación deberán publicarse siempre en el Boletín Oficial del Estado.","A"
"60","Señala la respuesta correcta respecto a la recusación:","Contra las resoluciones adoptadas en esta materia cabrá recurso alzada ante el superior jerárquico.","La recusación únicamente se podrá promover al inicio de la tramitación del procedimiento.","Si el recusado niega la causa de recusación, el superior jerárquico resolverá en el plazo de dos meses, previa audiencia a las partes y consulta al Consell Jurídic Consultiu de la Comunitat Valenciana.","La recusación se planteará por escrito en el que se expresará la causa o causas en que se funda.","D"
"61","¿Cuál de los siguientes actos de las Administraciones Públicas serán nulos de pleno derecho?","Los que restrinjan cualquier derecho consolidado por la normativa laboral.","Los dictados por órgano incompetente por razón de la materia o vulneren la jerarquía normativa.","Los que sean constitutivos de infracción civil o administrativa o se dicten como consecuencia de ésta.","Los dictados prescindiendo total y absolutamente del procedimiento legalmente establecido o de las normas que contienen las reglas esenciales para la formación de la voluntad de los órganos colegiados.","D"
"62","¿Qué actos administrativos deberán ser motivados, con sucinta referencia de hechos y fundamentos de derecho?","Los actos que amplíen derechos legítimos o intereses sustantivos.","Los acuerdos de aplicación de la tramitación de urgencia, de ampliación de plazos y de realización de actuaciones complementarias.","Todos los actos que dicten las Administraciones Públicas deberán ser motivados, con sucinta referencia de hechos y fundamentos de derecho independientemente del objeto, la persona y el territorio, excepto los que vulneren derechos fundamentales.","Los actos que sigan el criterio seguido en actuaciones precedentes o del dictamen de órganos consultivos.","B"
"63","La Ley 39/2015, de 1 de octubre, del Procedimiento Administrativo Común de las Administraciones Públicas, regula la tramitación de urgencia de los procedimientos administrativos. Señala la respuesta correcta:","En el derecho administrativo español no cabe la tramitación de urgencia ya que socavarían los derechos de los españoles a obtener una resolución justa y rápida.","Se reducirán a la mitad todos los plazos establecidos para el procedimiento ordinario.","Cabrá el recurso potestativo de reposición contra el acuerdo que declare la aplicación de la tramitación de urgencia al procedimiento.","Cuando razones de interés público lo aconsejen, se podrá acordar, de oficio o a petición del interesado.","D"
"64","La Ley 4/2021, de 16 de abril, de la Función Pública Valenciana, establece la obligatoriedad de reservar en todas las ofertas de empleo público un cupo de las vacantes para ser cubiertas entre personas con discapacidad o diversidad funcional, ¿qué porcentaje es?","Se reservará un cupo no inferior al diez por ciento de las vacantes.","Se reservará un cupo inferior al veinte por ciento de las vacantes.","Se reservará un cupo no inferior al cinco por ciento de las vacantes siempre que la oferta de empleo público supere las 500 plazas. En caso contrario será del diez por cien.","No es obligatorio reservar ningún porcentaje.","A"
"65","De las siguientes retribuciones que percibe el personal funcionario de carrera, ¿cuál se considera retribución básica?","Competencial, destinado a retribuir la dificultad técnica y la responsabilidad que concurren en los puestos de trabajo.","De desempeño, destinado a retribuir las condiciones particulares de los puestos de trabajo, así como la dedicación, disponibilidad e incompatibilidad exigible para su desempeño.","La carrera administrativa, que dependerá de la progresión alcanzada por el personal funcionario dentro del sistema de carrera horizontal establecido.","Los trienios, destinados a retribuir la antigüedad del personal funcionario y que consisten en una cantidad igual para cada grupo o subgrupo de clasificación profesional o para la agrupación profesional funcionarial por cada tres años de servicio.","D"
"66","¿Quién tiene la consideración de personal funcionario de carrera?","Es quien, en virtud de nombramiento legal y por razones expresamente justificadas de necesidad y urgencia, presta servicios en una administración pública, organismo público, consorcio o universidad pública mediante una relación profesional de carácter temporal, regulada por el derecho administrativo, para el desempeño de funciones atribuidas al personal funcionario de carrera.","Es aquel que, en virtud de nombramiento y con carácter no permanente, solo lleva a cabo funciones expresamente definidas como de confianza o asesoramiento especial y es retribuido a cargo de los créditos presupuestarios consignado para esta finalidad.","Es quien, en virtud de nombramiento legal, se incorpora a la correspondiente administración pública, organismo público, consorcio o universidad pública mediante una relación jurídica regulada por el derecho administrativo, para el desempeño de servicios profesionales retribuidos de carácter permanente.","Es quien, superado el correspondiente proceso selectivo, en virtud de un contrato de trabajo formalizado por escrito, en cualquiera de las modalidades de contratación de personal previstas en la legislación laboral, está vinculado a cualquiera de las administraciones públicas, organismos públicos, consorcios o universidades públicas.","C"
"67","Con respecto a la pausa diaria, regulada en el artículo 16 del Decreto 42/2019, de 22 de marzo, del Consell, de regulación de las condiciones de trabajo del personal funcionario de la Administración de la Generalitat, señale la respuesta correcta:","Durante la jornada laboral se dispondrá de una pausa de cuarenta y cinco minutos de descanso.","La pausa será computable como de trabajo efectivo.","El personal se organizará en turnos con la autorización previa por parte de la persona responsable del servicio de personal de la Conselleria correspondiente.","El personal de servicios burocráticos o unidades de índole similar hará uso de ella, preferentemente, entre las 9.00 y las 11.00 horas.","B"
"68","De conformidad con los permisos regulados en el Decreto 42/2019, de 22 de marzo, del Consell, de regulación de las condiciones de trabajo del personal funcionario de la Administración de la Generalitat, señale la respuesta correcta:","El personal que disfrute de este permiso por inscripción en un registro de uniones de hecho podrá disfrutarlo de nuevo en caso de contraer matrimonio posteriormente con la misma persona si transcurre más de dos años entre uno y otro.","El personal podrá disfrutar de quince días naturales y consecutivos por razón de matrimonio o inscripción en el Registro de Uniones de Hecho de la Comunitat Valenciana o en cualquier otro registro público oficial de uniones de hecho.","El personal podrá disfrutar de treinta días hábiles y consecutivos por razón de matrimonio o inscripción en el Registro de Uniones de Hecho de la Comunitat Valenciana o en cualquier otro registro público oficial de uniones de hecho.","Este permiso no puede acumularse al período vacacional ni a los días de asuntos propios.","B"
"69","El Decreto 42/2019, de 22 de marzo, del Consell, de regulación de las condiciones de trabajo del personal funcionario de la Administración de la Generalitat, regula entre otros, los permisos por asuntos propios. Señala la respuesta INCORRECTA:","Cada año natural, y hasta el 15 de marzo del año siguiente, se podrá disfrutar del permiso por asuntos propios.","El personal distribuirá los días por asuntos propios a su conveniencia, teniendo en cuenta que su disfrute no deberá afectar a la adecuada atención al servicio público, por lo que requerirán autorización previa.","Los días de asuntos propios anuales podrán ser acumulados a los permisos por nacimiento, lactancia, adopción, guarda, acogimiento o del progenitor diferente de la madre biológica, aun habiendo expirado ya el año a que tal período corresponda.","La Administración, previa negociación con la representación sindical, podrá dictar las normas oportunas, durante el primer trimestre del año, para que el disfrute de estos días no repercuta negativamente en la adecuada prestación de los servicios.","A"
"70","De conformidad con lo establecido en la Ley 31/1995, de 8 de noviembre, de Prevención de Riesgos Laborales, la formación de los trabajadores:","Podrá impartirse por la empresa mediante medios propios o concertándola con servicios ajenos, y su coste no recaerá en ningún caso sobre los trabajadores.","Se impartirá exclusivamente por los técnicos del Comité de Seguridad y Salud y su coste no recaerá en ningún caso sobre los trabajadores.","Deberá impartirse por servicios ajenos, para garantizar la objetividad de la formación y su coste no recaerá en ningún caso sobre los trabajadores.","Se impartirá por los técnicos del Instituto Nacional de Seguridad e Higiene en el Trabajo para garantizar la objetividad de la formación y su coste recaerá a cargo de los presupuestos generales del Estado.","A"
"71","La Ley 31/1995 de Prevención de Riesgos Laborales en el artículo 29 establece una serie de obligaciones de los trabajadores en materia de prevención de riesgos. En este sentido, los trabajadores, con arreglo a su formación y siguiendo las instrucciones del empresario, deberán en particular:","Usar las máquinas, aparatos, herramientas, sustancias peligrosas, equipos de transporte y, en general, cualesquiera otros medios con los que desarrollen su actividad, atendiendo a las directrices del empresario para obtener la mayor productividad posible.","Informar al servicio de prevención cuando así lo considere oportuno, acerca de situaciones que, a su juicio, entrañen, por motivos razonables, un riesgo inminente para la seguridad y la salud de los trabajadores.","Contribuir al cumplimiento de las obligaciones establecidas por la autoridad competente con el fin de proteger la seguridad y la salud de los trabajadores.","Imponer al empresario unas condiciones de trabajo que sean cómodas, alegres, saludables y seguras.","C"
"72","De las siguientes definiciones establecidas en la Ley 31/1995, de 8 de noviembre, de Prevención de Riesgos Laborales, indica la INCORRECTA:","Se entenderá por «prevención» el conjunto de actividades o medidas adoptadas o previstas en todas las fases de actividad de la empresa con el fin de evitar o disminuir los riesgos derivados del trabajo.","Se entenderá como «riesgo laboral» la posibilidad de que un trabajador sufra un determinado daño derivado del trabajo.","Se considerarán como «daños derivados del trabajo» las enfermedades, patologías o lesiones sufridas con motivo u ocasión del trabajo.","Se entenderá como «riesgo laboral grave e inminente aquel que sea cuantificable, que se materialice en un futuro incierto y suponga un daño grave para la salud de los trabajadores.","D"
"73","Las obligaciones establecidas en la Ley Orgánica 3/2007, de 22 de marzo, para la igualdad efectiva de mujeres y hombres, serán de aplicación:","A las personas de nacionalidad española y a los extranjeros que residan legalmente en territorio español.","A todas las personas de nacionalidad española, se encuentren o no en territorio español.","A las personas de nacionalidad española y a todos los extranjeros de países con convenios vigentes de reciprocidad en la materia.","A toda persona, física o jurídica, que se encuentre o actúe en territorio español, cualquiera que fuese su nacionalidad, domicilio o residencia.","D"
"74","Según el artículo 11 de la Ley 4/2023, de 28 de febrero, para la igualdad real y efectiva de las personas trans y para la garantía de los derechos de las personas LGTBI, las Administraciones públicas, en materia de empleo público:","Reservarán para el colectivo LGTBI un 2% de las plazas convocadas en cada oferta de empleo público.","Implantarán medidas para la promoción y defensa de la igualdad de trato y la no discriminación del personal LGTBI en el acceso al empleo público y carrera profesional.","Garantizarán medidas para la promoción profesional del personal LGTBI tales como la prioridad en caso de empate en las pruebas selectivas de acceso a la función pública respecto a los heterosexuales.","Podrán implantar medidas para la promoción y defensa de la igualdad de trato y la discriminación del personal LGTBI en el acceso al empleo público y carrera profesional a través de la Comisión Nacional de Fomento LGTBI.","B"
"75","La Ley Orgánica 1/2004, de 28 de diciembre, de Medidas de Protección Integral contra la Violencia de Género tiene por objeto actuar contra la violencia que, como manifestación de la discriminación, la situación de desigualdad y las relaciones de poder de los hombres sobre las mujeres, se ejerce sobre éstas por parte de:","Quienes sean o hayan sido sus cónyuges o de quienes estén o hayan estado ligados a ellas por relaciones similares de afectividad, aun sin convivencia.","Quienes sean sus cónyuges o de quienes estén ligados a ellas por relaciones similares de amistad y fraternidad, siempre que tengan relación de convivencia.","Cualquier hombre que esté o haya estado ligado a ellas por relaciones familiares, económicas o laborales.","Cualquier hombre independientemente de la relación que tenga con ellas.","A"
"1","Señale la respuesta correcta. Entre los artículos del Título Preliminar de la Constitución Española de 1978, se encuentra el relativo a:","La regulación sobre la adquisición de la nacionalidad española.","El funcionamiento y estructura interna de los partidos políticos.","La entrada en vigor de la propia Constitución Española.","El reconocimiento de los derechos históricos de los territorios forales.","B"
"2","Señale la respuesta correcta. La tutela de las libertades y derechos reconocidos en el artículo 14 y la Sección primera del Capítulo segundo del Título primero, según el artículo 53 de la Constitución Española de 1978, podrá recabarla cualquier ciudadano:","A los jueces y tribunales determinados por las leyes integrantes del Poder Jurisdiccional.","Ante los Tribunales ordinarios por un procedimiento basado en los principios de preferencia y sumariedad y, en su caso, a través del recurso de amparo ante el Tribunal Constitucional.","Exclusivamente al Tribunal Constitucional a través del recurso de amparo.","En primera instancia al Defensor del Pueblo como alto comisionado de las Cortes Generales para la defensa de derecho y libertades de los ciudadanos y, en su caso, ante los Juzgados de lo Penal por un procedimiento basado en los principios de urgencia y no discriminación.","B"
"3","Señale la respuesta correcta. El artículo 91 de la Constitución Española de 1978 establece que el plazo para que el Rey sancione las leyes aprobadas por las Cortes Generales es de:","Un mes.","Diez días.","Al día siguiente de la aprobación por las Cortes Generales.","Quince días.","D"
"4","Según establece el artículo 122.3 de la Constitución Española de 1978, el Consejo General del Poder Judicial:","Estará integrado por el Presidente del Tribunal Supremo, que lo presidirá, y veinte miembros nombrados por el Rey.","Sus miembros son nombrados por el Rey por un periodo de cuatro años.","Todos sus miembros tienen que ser Jueces y Magistrados de todas las categorías judiciales, en los términos que se establezca mediante ley orgánica.","Doce de sus miembros son propuestos por las Cortes Generales, elegidos por mayoría de dos tercios de cada cámara.","A"
"5","Señale la respuesta correcta. Según lo dispuesto en el artículo 147 de la Constitución española de 1978, la reforma de los Estatutos se ajustará al procedimiento establecido en:","Una ley orgánica aprobada por las Cortes Generales.","Una ley orgánica aprobada por mayoría absoluta de la Asamblea Legislativa de la Comunidad Autónoma.","Una ley aprobada por las Cortes Generales y posterior ratificación en referéndum por los electores de la Comunidad Autónoma.","Los mismos, y requerirá, en todo caso, la aprobación por las Cortes Generales, mediante ley orgánica.","D"
"6","Señale la respuesta correcta. Según establece el artículo 148 de la Constitución Española de 1978, las Comunidades Autónomas podrán asumir competencias en las siguientes materias:","Bases del régimen minero y energético.","La legislación básica sobre montes, aprovechamientos forestales y vías pecuarias.","La gestión en materia de protección del medio ambiente.","Administración de Justicia.","C"
"7","Conforme a lo dispuesto en el Estatuto de Autonomía de la Comunitat Valenciana, señale la respuesta correcta:","La Generalitat tiene competencia exclusiva sobre la regulación y disposición de centros de contratación de mercancías y valores, de acuerdo con la legislación mercantil.","En el marco de la legislación básica del Estado, y, en su caso, en los términos que la misma establezca, corresponde a la Generalitat la determinación del régimen de expropiación forzosa, contratos y concesiones administrativas, en el ámbito de competencias de la Generalitat.","A los efectos de este Estatuto, gozan de la condición política de valencianos todos los ciudadanos europeos que tengan o adquieran vecindad administrativa en cualquiera de los municipios de la Comunitat Valenciana.","En relación a la Administración de Justicia, exceptuada la militar, corresponde a la Generalitat la competencia para ordenar los servicios de justicia gratuita que podrán prestarse directamente o en colaboración con los colegios de abogados y las asociaciones profesionales.","D"
"8","Conforme a lo dispuesto en el Estatuto de Autonomía de la Comunitat Valenciana, señale la respuesta correcta:","El Síndic de Greuges es el Alto Comisionado de Les Corts, designado por éstas, que velará por la defensa de los derechos y libertades reconocidos en los Títulos I de la Constitución Española y primero del presente Estatuto, en el ámbito competencial y territorial de la Comunitat Valenciana. Anualmente informará a Les Corts y al Consell del resultado del ejercicio de sus funciones.","El Síndic de Greuges es el Alto Comisionado de Les Corts, designado por éstas, que velará por la defensa de los derechos y libertades reconocidos en los Títulos I de la Constitución Española y primero del presente Estatuto, en el ámbito competencial y territorial de la Comunitat Valenciana. Anualmente informará a Les Corts del resultado del ejercicio de sus funciones.","Les Corts nombrarán a su Presidente, y la Mesa a una Diputación Permanente.","La Generalitat tiene competencia exclusiva, sin perjuicio de lo dispuesto en el artículo 149 de la Constitución y, en su caso, de las bases y ordenación de la actividad económica general del Estado sobre gestión de las funciones del servicio público de empleo estatal en el ámbito de trabajo, ocupación y formación.","D"
"9","Conforme a lo dispuesto en el Estatuto de Autonomía de la Comunitat Valenciana, señale la respuesta correcta:","El territorio de la Comunitat Valenciana comprende el de los municipios integrados en las provincias de Alicante, Castellón, Valencia y aquellos territorios enclavados en provincias limítrofes que por razones históricas así fueran reconocidos expresamente mediante Ley Orgánica conforme al artículo 81 de la Constitución Española.","Una Ley de Les Corts determinará la simbología onomástica propia de la Comunitat Valenciana que integra las tres provincias de Castellón, Valencia y Alicante.","Son funciones de Les Corts aprobar, a propuesta del Consell, los convenios de cooperación y los acuerdos de colaboración con el Estado y con las demás Comunidades Autónomas.","Si la moción de censura contra el President de la Generalitat no es aprobada, los signatarios de ésta no podrán presentar otra durante el mismo período de sesiones. Si es aprobada, el President y el Consell cesarán en sus funciones, y el candidato incluido en aquélla será nombrado President de la Generalitat por el Rey.","D"
"10","De las siguientes afirmaciones, señale la respuesta correcta según lo dispuesto en la Ley 5/1983, de 30 de diciembre, del Consell:","Al President de la Generalitat, como más alto representante de la Comunitat Valenciana, le corresponde firmar los convenios de cooperación y acuerdos de colaboración y coordinación con la Administración del Estado y las demás Comunidades Autónomas.","En materia de política general de la Generalitat corresponde al President el ejercicio de las facultades que el Estatuto de Autonomía o Ley de Les Corts le atribuya en lo que se refiere a la actividad de las Diputaciones Provinciales y demás entes locales.","Los Decretos del President son normas jerárquicamente superiores a los Decretos del Consell.","La convalidación, derogación o tramitación como proyectos de ley de los decretos-leyes aprobados por el Consell se regirá por lo que disponga el Reglamento de Les Corts.","D"
"11","De las siguientes afirmaciones, señale la respuesta correcta según lo dispuesto en la Ley 5/1983, de 30 de diciembre, del Consell:","Corresponde a los secretarios generales disponer los gastos propios de los servicios de su conselleria dentro de los límites legales y presupuestarios y la ordenación de pagos correspondientes.","Cuando el proyecto normativo afecte a la esfera de derechos e intereses legítimos de los ciudadanos, se dará audiencia al objeto de que en el plazo de veinte días puedan presentar cuantas alegaciones consideren oportunas. No obstante, cuando el grupo de personas a las que pueda afectar el contenido de la disposición esté representado por organizaciones o asociaciones legalmente constituidas que tengan encomendada la defensa de sus intereses, se entenderá cumplido el presente trámite con la consulta a dichas entidades.","El Consell proporcionará a Les Corts los datos, informes o documentos que éstas precisen a través de la Oficina de Atención a la Ciudadanía de Les Corts. El Consell deberá facilitar la información o documentación solicitada en un plazo no superior a un mes, o manifestar las razones fundadas en derecho que lo impidan.","El Consell, tan pronto como hubiere hecho uso de la delegación legislativa, dirigirá a Les Corts la correspondiente comunicación, que contendrá el texto articulado o refundido objeto de aquélla.","D"
"12","De las siguientes afirmaciones, señale la respuesta correcta:","Según lo dispuesto en la Ley 5/1983, de 30 de diciembre, del Consell, los servicios periféricos serán la expresión organizativa del principio de descentralización y coordinación en la actuación que ha de regir en la actividad de la administración de la Generalitat.","Los subsecretarios tienen competencia respecto a los servicios comunes, la supervisión y recopilación de documentos, y asistencia en las materias propias de cada conselleria, especialmente en orden a preparar compilaciones de las disposiciones vigentes que afecten al Consell, proponer las refundiciones y revisiones de textos legales que se consideren oportunas y cuidar de las publicaciones técnicas, periódicas o no, de cada Conselleria.","Son funciones de los directores generales gestionar los servicios y resolver los conflictos entre servicios de su dependencia conforme a los asuntos que le asigne el secretario autonómico, así como proponer mediante arbitraje la solución que más convenga a los intereses generales de la consellería a la que esté adscrita.","La sede de la Generalitat será el palacio de Valeriola, en la ciudad de Valencia, sin perjuicio de las reuniones oficiales del Consell en cualquier otro de los municipios que territorialmente conforman la Comunitat Valenciana.","B"
"13","De las siguientes afirmaciones, señale la respuesta correcta:","La Sindicatura de Comptes es el órgano al que corresponde el control interno económico y presupuestario de la actividad financiera de la Generalitat, de los entes locales comprendidos en su territorio y del resto del sector público valenciano, así como de las cuentas que lo justifiquen.","La Generalitat tiene competencia exclusiva sobre las normas procesales y de procedimiento administrativo derivadas de las particularidades del Derecho objetivo valenciano o de las especialidades de la organización de la Generalitat.","Las sesiones del Consell tendrán carácter reservado; sólo se hará público el contenido de los acuerdos. Los documentos que se elevan a la consideración del Consell tendrán carácter secreto hasta que se adopte acuerdo sobre los mismos.","Las competencias propias del Consell son delegables en cualquier caso en las Comisiones Delegadas del Consell.","D"
"14","De las siguientes afirmaciones, señale la respuesta correcta:","Adoptarán la forma de Decreto del Consell los actos singulares emanados del Consell cuando así lo exija una norma legal o reglamentaria, o lo disponga el propio President de la Generalitat.","La responsabilidad penal y civil del President de la Generalitat y de los miembros del Consell se exigirá ante el Tribunal Supremo o, en su caso, ante el Tribunal Superior de Justicia de la Comunitat Valenciana.","Son funciones de los Directores Generales vigilar, fiscalizar y supervisar el funcionamiento de todas las dependencias a su cargo.","Según el Estatuto de Autonomía de la Comunitat Valenciana, el Consell Valencià de Cultura es la alta institución comisionada de Les Corts, consultiva y asesora de las instituciones públicas de la Comunitat Valenciana en aquellas materias específicas que afecten a la cultura valenciana.","C"
"15","De las siguientes afirmaciones, señale la respuesta correcta:","Son funciones de la secretaría general administrativa prestar apoyo directo al titular de la dirección general, y bajo su autoridad atender todos los servicios comunes del departamento.","Los consellers son nombrados, suspendidos y separados por el President de la Generalitat.","Los consellers, como miembros del Consell y jefes de Departamento, tienen entre sus funciones ejercer la dirección, iniciativa e inspección de todos los servicios del Departamento y la alta inspección y demás funciones que les correspondan respecto a los organismos autónomos adscritos al mismo.","La Generalitat, conforme a la Carta de Derechos Fundamentales, garantizará en todo caso a toda persona afectada de discapacidad física, el derecho a las prestaciones públicas adecuadas para asegurar su autonomía personal, su integración sociolaboral y su participación en la vida pública de la comunidad.","C"
"16","De las siguientes afirmaciones, señale la respuesta correcta según lo dispuesto en la Ley 9/2017, de 8 de noviembre, de Contratos del Sector Público:","En toda contratación pública se incorporarán de manera transversal y preceptiva criterios sociales y medioambientales siempre que guarde relación con el objeto del contrato, en la convicción de que su inclusión proporciona una mejor relación coste-beneficio en la prestación contractual, así como una mayor y mejor eficacia en la utilización de los fondos públicos.","Los contratos de obras se referirán a una obra completa, entendiendo por esta la susceptible de ser entregada al uso general o al servicio correspondiente, sin perjuicio de las ampliaciones de que posteriormente pueda ser objeto y comprenderá todos y cada uno de los elementos que sean precisos para la utilización de la obra.","El contrato de concesión de obras no podrá considerar que el concesionario esté obligado a proyectar, ejecutar, conservar, reponer y reparar aquellas obras que sean accesorias o estén vinculadas con la principal y que sean necesarias para que esta cumpla la finalidad determinante de su construcción y que permitan su mejor funcionamiento y explotación. En dicho supuesto, el director de obra ofrecerá otra modalidad contractual al concesionario.","Para ajustar la disponibilidad presupuestaria, el órgano directivo proponente de un contrato podrá fraccionarlo con la finalidad de disminuir la cuantía del mismo y eludir así los requisitos de publicidad o los relativos al procedimiento de adjudicación que correspondan en aras de una mayor agilidad y eficacia en la tramitación administrativa.","B"
"17","Señale la respuesta correcta. De acuerdo con lo establecido en el art. 168.1 de la Ley 1/2015, de 6 de febrero, de la Generalitat Pública, del Sector Instrumental y de Subvenciones, podrán concederse de forma directa las siguientes subvenciones:","Las previstas nominativamente en la Ley de Presupuestos de la Generalitat, entendiéndose como tales aquellas cuyo objeto, dotación presupuestaria y destinatario figuren inequívocamente en sus anexos.","Aquellas cuyo otorgamiento o cuantía venga impuesto a la administración por una norma sin rango de ley, que seguirán el procedimiento de concesión que les resulte de aplicación de acuerdo con su propia normativa.","Con carácter ordinario, aquellas otras subvenciones en que se acrediten razones de interés económico.","Cualquier subvención puede concederse de forma directa.","A"
"18","De las siguientes afirmaciones, señale la respuesta correcta según lo dispuesto en la Ley 9/2017, de 8 de noviembre, de Contratos del Sector Público.","Los órganos de contratación cuidarán de que el precio sea adecuado para el efectivo cumplimiento del contrato mediante la correcta determinación de su importe, atendiendo al precio máximo de mercado, en el momento de fijar el presupuesto base de licitación y la aplicación, en su caso, de las normas sobre ofertas con valores anormales o desproporcionados.","En los supuestos en que proceda, el órgano de contratación podrá establecer el derecho a revisión periódica y predeterminada de precios y fijará la fórmula de revisión que deba aplicarse, atendiendo a la naturaleza de cada contrato y la estructura y evolución de los costes de las prestaciones del mismo.","En todo caso, los órganos de contratación se abstendrán de realizar estudios de mercado o dirigir consultas a los operadores económicos que estuvieran activos en el mismo con la finalidad de no incurrir en posiciones ventajosas hacia los citados operadores económicos acerca de sus planes o de los requisitos que exigirán para concurrir al procedimiento. A título informativo, en el perfil del contratante se publicarán los números de identificación fiscal de los operadores económicos externos que resulten seleccionados en calidad de asesores contractuales.","Por «obra» también se entenderá el resultado de un conjunto de trabajos consistentes en estudios de hábitats y especies, destinados a cumplir por sí mismos una función ecológica o técnica, que tengan por objeto un bien mueble para la mejora del medio físico o natural.","B"
"19","Señale la respuesta correcta. En cuanto a los organismos autónomos:","Son organismos públicos que se rigen por el derecho laboral y se les encomienda, en régimen de descentralización funcional y en ejecución de programas específicos de la actividad de una conselleria, la realización de actividades administrativas, de fomento, prestacionales o de gestión de servicios públicos.","Son organismos públicos que se rigen por el derecho administrativo y se les encomienda, en régimen de descentralización funcional y en ejecución de programas específicos de la actividad de una conselleria, la realización de actividades administrativas, de fomento, prestacionales o de gestión de servicios públicos.","Para el desarrollo de sus funciones, los organismos autónomos no podrán disponer de ingresos propios, se nutrirán de las dotaciones que puedan percibir a través de los presupuestos de la Generalitat.","El personal al servicio de los organismos autónomos será exclusivamente personal laboral, en los mismos términos que los establecidos para la administración de la Generalitat.","B"
"20","Señale la respuesta correcta. Los plazos y el procedimiento para la elaboración del presupuesto vendrán determinados anualmente por:","Decreto del Consell.","Resolución del director o directora General con competencias en materia de presupuestos.","Orden del Conseller o Consellera con competencia en materia de Hacienda.","Decreto del President.","C"
"21","Señale la respuesta correcta. Los tratados constitutivos de las Comunidades, con sus protocolos y anexos y los tratados que los modifican forman lo que se denomina:","Derecho Internacional.","Derecho derivado.","Principios generales del derecho.","Derecho primario.","D"
"22","Señale la respuesta correcta. De acuerdo con el Texto refundido de la Ley del Estatuto Básico del Empleado Público, cuál de los siguientes no es un derecho individual de los empleados públicos, de los que se ejercen de forma colectiva:","Libre asociación profesional.","Reunión.","Libertad sindical.","Planteamiento de conflictos colectivos de trabajo, de acuerdo con la legislación aplicable a cada caso.","A"
"23","Señale la respuesta correcta. Según la Ley 4/21, de 16 de abril, de la Función Pública Valenciana, el personal funcionario en la situación de excedencia voluntaria por interés particular:","Para solicitar el reingreso será necesario haber permanecido en esta situación, al menos, tres años.","No devengará retribuciones, ni le será computable el tiempo que permanezca en tal situación a efectos de promoción profesional, antigüedad y derechos en el Régimen de Seguridad Social que le sea aplicable.","No devengará retribuciones, ni le será computable el tiempo que permanezca en tal situación a efectos de promoción profesional y antigüedad, pero sí computará a efectos de derechos en el Régimen de Seguridad Social que le sea aplicable.","Podrá solicitar el reingreso en cualquier momento, sin necesidad de haber permanecido un tiempo mínimo en esta situación.","B"
